id,text,sign_id,homograph,homophone,pun sign,alternative sign
4.54,"Como se manda calar uma rapariga numa sessão de cinema do Star Wars? Chew, bacca!",0,False,True,"chew, bacca",['Chewbacca']
4.55,O que é um omossexual? É um sabão em pó com o qual se lavam as partes íntimas.,0,False,True,omossexual,['homossexual']
4.56,Porque é que os carpinteiros são bons a fazer contas? Porque tabuada é com eles.,0,False,False,tabuada,['tábua']
4.57,O que é que a Mariah Carey? O que a Alicia Keys.,0,False,False,Carey,['quer']
4.57,O que é que a Mariah Carey? O que a Alicia Keys.,1,False,False,Keys,['quis']
4.58,O que são cinco pontos coloridos num jardim? São os Flower Rangers.,0,False,False,flower,['power']
4.59,"Estão dois pontos a comerem-se, vira-se um: olha lá isto é sério ou é um caso pontual?",0,True,True,pontual,['pontual']
4.6,Qual é a cor que os eletricistas menos gostam? O rosa choque.,0,True,True,rosa choque,['rosa choque']
4.61,Uma mulher manda-se dum prédio e acerta num homem que ia a passar. Qual é o filme? A cusada de morte.,0,False,True,a cusada,['acusada']
4.62,Como é medida a pressão dos barris de cerveja? Em bares.,0,True,True,bares,['bares']
4.63,O que é que se faz num velório de lésbicas? Um minete de silêncio.,0,False,False,minete,['minuto']
4.64,Porque é que as galinhas não conduzem? Porque chocam.,0,True,True,chocam,['chocam']
4.65,Porque é que o corcunda de Notre Dame não costuma falar com ninguém? Porque ele é Quasimudo.,0,False,True,Quasimudo,"['quase mudo', 'Quasimodo']"
4.66,Eu adoro fiambre. E o Nicolas Cage.,0,False,False,Cage,['queijo']
4.67,Porque é que as galinhas não gostam de ralis? Porque não vêem nada capoeira.,0,False,False,capoeira,['com a poeira']
4.68,Porque é que apanhar sol não é um desporto olímpico? Porque o melhor que consegues é um bronze.,0,True,True,bronze,['bronze']
4.69,Toda a gente tem cultura. Algumas pessoas só de bactérias.,0,True,True,cultura,['cultura']
4.7,Como se chama o protagonista do Dragon Ball com hemorroidas? Sangroku.,0,False,False,Sangroku,"['sangra o cu', 'Son Goku']"
4.71,Porque é que uma mulher partiu a perna ao filho na cozinha? Porque não tinha canela para pôr no bolo.,0,True,True,canela,['canela']
4.72,Porque é que os filhos do Bin Laden são felizes? Porque o pai Osama.,0,False,True,Osama,['os ama']
4.73,Porque é que as loiras só fazem sexo uma vez por ano? Porque o sexo anal não engravida.,0,False,False,anal,['anual']
4.74,O que é que a mãe terrorista diz ao filho que está aos saltos na cama? Daesh daí!,0,False,False,Daesh,['desce']
4.75,O que é um ponto amarelo em África? Um yellowfante.,0,False,False,yellowfante,"['elefante', 'yellow']"
4.76,O que é que está entre dois gatos? Uma entre-meada.,0,False,True,entre-meada,['entre miada']
4.77,"Se o futuro depende dos teus sonhos, não percas tempo. Vai dormir.",0,True,True,sonhos,['sonhos']
4.78,Como se chama um homem sem mão? Simão.,0,False,False,Simão,['sem mão']
4.79,O que é uma búzia? São doze búzios.,0,False,False,búzia,['dúzia']
4.8,Hoje fui ao ginásio e queimei 1.200 calorias. Para a próxima não deixo a pizza no forno.,0,True,True,queimei,['queimei']
4.81,"Quando soube que os Nirvana alcançaram a fama, o Kurt não Cobain si de contente.",0,False,False,Cobain si,['coube-se']
4.82,O que é um ponto rosa no chão? Uma gaynha.,0,False,False,gaynha,"['galinha', 'gay']"
4.83,O que é uma roubalheira? É o ato de roubar uma alheira.,0,False,True,roubalheira,['rouba alheira']
4.84,"Como é que se diz ""coração"" em italiano? Mio cardio.",0,False,True,mio cardio,['miocárdio']
4.85,Porque é que nunca roubaram a mota do japonês? Porque ele compra Y-amaha.,0,False,True,Y-amaha,"['e amarra', 'Yamaha']"
4.86,O que é que os espelhos fazem no dia antes das eleições? Refletem em quem vão votar.,0,True,True,refletem,['refletem']
4.87,Que nome se dá a uma chinesa muito docinha? Shanti-Lee.,0,False,True,Shanti-Lee,['chantilly']
4.88,Fiz uma música sobre uma tortilha. É um wrap.,0,False,True,wrap,['rap']
4.89,"Como é que se diz ""ano"" na Índia? Indiano.",0,False,True,indiano,['Índia ano']
4.9,"Como é que se diz ""copia bem"" em inglês? Copyright.",0,False,True,copyright,['copy right']
4.91,O que diz uma aranha carente? Arac-need-you!,0,False,True,arac-need-you,"['aracnídeo', 'need you']"
4.92,Porque é que o Simba não fez o jantar? Porque está à espera que o Mufasa.,0,False,False,Mufasa,['Mu faça']
4.93,Porque é que no Iraque só existem hotéis em meia-pensão? Porque a outra metade foi com o caralho.,0,False,True,meia-pensão,['meia pensão']
4.94,"Numa escola de Beja, a professora faz a chamada dos alunos. Qual é o filme? Tou, stori.",0,False,False,"tou, stori",['Toy Story']
4.95,Qual é a única profissão que necessita de uma mãozinha para trabalhar? É a manicure.,0,True,True,necessita de uma mãozinha,['necessita de uma mãozinha']
4.96,Que nome se dá a um cacto engraçado? Ri-cardo.,0,False,True,Ri-cardo,"['ri cardo', 'Ricardo']"
4.97,Que nome se dá a uma pizza cheia de gordura? Pizza de quatro queixos.,0,False,False,queixos,['queijos']
4.98,O que é um ponto amarelo no trânsito? É uma limãosine.,0,False,False,limãosine,"['limusine', 'limão']"
4.99,"Comprei um dicionário, mas as páginas vinham em branco. Nem tenho palavras para descrever a minha revolta.",0,True,True,nem tenho palavras,['nem tenho palavras']
4.1,A São estava com prisão de ventre mas mesmo assim foi à sanita. Qual é o filme? Tentação.,0,False,True,tentação,"['tenta, São']"
4.101,Numa reunião de viciados em cirurgias plásticas anónimos: Esta semana vejo aqui algumas caras novas e devo dizer que estou muito desapontado.,0,True,True,caras novas,['caras novas']
4.102,O que é um javaqui? Um javali que está muito próximo.,0,False,True,javaqui,"['java aqui', 'javali']"
4.103,Qual é a única coisa que se faz sempre em numeração romana? XI XI.,0,False,False,xi xi,['xixi']
4.104,Qual é a consola de jogos preferida dos polícias? Wii U! Wii U! Wii U! Wii U!,0,True,True,Wii U! Wii U! Wii U! Wii U!,['Wii U! Wii U! Wii U! Wii U!']
4.105,Recementecemente foi descoberta uma nova doença na manteiga. Parece que se espalha com muita facilidade.,0,True,True,espalha,['espalha']
4.106,Qual é a flor que os homens mais gostam de oferecer às mulheres? Tulimpas.,0,False,True,tulimpas,"['tu limpas', 'tulipas']"
4.107,O que é que o Harry Potter lê quando está doente? Saramago.,0,False,True,Saramago,['sara mago']
4.108,"Uma feminista perguntou-me de que forma eu via as relações lésbicas. Parece que ""em HD"" não era a resposta correta...",0,True,True,de que forma eu via,['de que forma eu via']
4.109,Que nome se dá a um cão que vai à missa? Cachorro crente.,0,False,False,cachorro crente,['cachorro quente']
4.11,Como se chama o homem que monta presépios? Armando Nascimento de Jesus.,0,True,True,Armando Nascimento de Jesus,['armando nascimento de jesus']
4.111,O que é uma nabalha? É um instrumento para descascar nabos.,0,False,False,nabalha,"['navalha', 'nabo']"
4.112,Quando é que os informáticos vão ao dermatologista? Quando têm problemas d'Apple.,0,False,False,d'Apple,['da pele']
4.113,Porque é que o Pai Natal é tão feliz? Porque sabe onde vivem as meninas marotas.,0,True,True,marotas,['marotas']
4.114,Um chinês está a descrever o que costuma comer ao almoço. Qual é o filme? Como cães e gatos.,0,True,True,como,['como']
4.115,Qual é a bebida alcoólica preferida do Pai Natal? É o gin Gobel.,0,False,True,gin Gobel,['jingle bell']
4.116,Comi tanto este Natal que no dia 1 de janeiro acho que vou fazer uma resolução de ânus novo.,0,False,False,ânus,['ano']
4.117,O que é que é de graça mas tem que se pagar? Os serviços de um palhaço.,0,True,True,de graça,['de graça']
4.118,Como é que se faz azeite virgem num restaurante? Com as azeitonas que não foram comidas,0,True,True,virgem,['virgem']
4.118,Como é que se faz azeite virgem num restaurante? Com as azeitonas que não foram comidas,1,True,True,comidas,['comidas']
4.119,O que é um ponto branco numa esquadra? Um creamnoso.,0,False,False,creamnoso,"['criminoso', 'cream']"
4.12,Que nome se dá a um árabe com problemas de visão? Estarábico.,0,False,False,estarábico,"['estrábico', 'arábico']"
4.121,"Como é que se diz ""fim"" em japonês? Sakabô.",0,False,False,sakabô,['se acabou']
4.122,O que é um byfe? São oito bifes.,0,False,False,byfe,['byte']
4.122,O que é um byfe? São oito bifes.,1,False,False,bife,['bit']
4.123,Porque é que os fantasmas não vão ao teatro? Porque é ao vivo.,0,True,True,ao vivo,['ao vivo']
4.124,Porque é que o pescador alentejano bateu na rocha? Navio.,0,False,False,navio,['não viu']
4.125,O que é que os russos dizem quando mandam uma bola ao cão? Babushka!,0,False,False,babushka,['busca']
4.126,Quais são os peixes que não andam de elevador? As pescadas.,0,False,False,pescadas,['escadas']
4.127,Porque é que as pessoas honestas têm dificuldade em tirar a carta? Porque não gostam de tirar o que quer que seja a ninguém.,0,True,True,tirar,['tirar']
4.128,O que acontece quando o Harry Potter fica com os lábios gretados? Ele torna-se num feiti-cieiro.,0,False,False,feiti-cieiro,"['feiticeiro', 'cieiro']"
4.129,Que nome se dá a uma freira no casino? Católica apostólica.,0,False,False,apostólica,"['aposta', 'alcoólica']"
4.13,Qual é a parte do corpo mais leve? É o sóvácuo.,0,False,False,sóvácuo,"['sovaco', 'só vácuo']"
4.131,Qual é o jogo preferido das batatas fritas? É o Monop-óleo.,0,False,True,monop-óleo,"['monopólio', 'óleo']"
4.132,O que é uma externa? É uma pessoa que já não é tão meiga como dantes.,0,False,True,externa,['ex-terna']
4.133,Que nome se dá a um boi que arranjou trabalho? Empre-gado.,0,False,True,empre-gado,"['empregado', 'gado']"
4.134,O que é um quartzo? É um aposentzo de um apartzamentzo.,0,False,False,quartzo,['quarto']
4.134,O que é um quartzo? É um aposentzo de um apartzamentzo.,1,False,False,aposentzo,['aposento']
4.134,O que é um quartzo? É um aposentzo de um apartzamentzo.,2,False,False,apartamentzo,['apartamento']
4.135,O que é um ponto amarelo num Ferrari? É um milhonário.,0,False,True,milhonário,['milionário']
4.136,Qual é a palavra que nunca diz a verdade? Somente.,0,False,True,somente,['só mente']
4.137,"Como é que se diz ""obrigado"" em indiano? Chamuças gracias.",0,False,False,chamuças gracias,['muchas gracias']
4.138,Qual é o carro que as ervilhas conduzem? Volks-vagem.,0,False,False,Volks-vagem,"['Volkswagen', 'vagem']"
4.139,O que são dois pontos pretos vistos ao microscópio? Uma blacktéria e um pretozoário.,0,False,False,blacktéria,['bactéria']
4.139,O que são dois pontos pretos vistos ao microscópio? Uma blacktéria e um pretozoário.,1,False,False,pretozoário,['protozoário']
4.14,"A Cinha Jardim convidou as amigas todas a irem lá a casa, mas ninguém apareceu. Como se chama o filme? Só Cinha em casa.",0,False,False,Só Cinha,['sozinha']
4.141,Qual é a sobremesa mais popular na Rússia? O Putin flan.,0,False,False,Putin,['pudim']
4.142,Qual é o melhor chá para a calvície? É o chá-peu.,0,False,True,chá-peu,"['chapéu', 'chá']"
4.143,O que é uma fofoca? É um mamamífero.,0,False,False,fofoca,['foca']
4.143,O que é uma fofoca? É um mamamífero.,1,False,False,mamamífero,['mamífero']
4.144,Porque é que as moedas não podem ter relações? Porque são cunhadas.,0,True,True,cunhadas,['cunhadas']
4.145,"O que significa ""contribuir""? Ir a algum lado com vários índios.",0,False,True,contribuir,['com tribo ir']
4.146,Porque é que os fotões não fazem pizza? Porque não têm massa.,0,True,True,massa,['massa']
4.147,Ontem conheci um filósofo numa estância de esqui. Era o Montesquieu.,0,False,False,Montesquieu,['Monte esquiou']
4.148,Que nome se dá a uma mulher que tem a mania que é esperta? Eugénia.,0,False,True,Eugénia,['eu génia']
4.149,Que nome se dá a uma irritação cutânea no rabo? Cumichão.,0,False,False,cumichão,"['comichão', 'cu']"
4.15,Qual é a temperatura de um leão morto? 360º. Porque ele é uma ex-fera.,0,False,True,ex-fera,['esfera']
4.151,Qual é a sobremesa que nunca sai direita? É a torta.,0,True,True,torta,['torta']
4.152,Já estreou o novo espetáculo com legos ao vivo. É uma peça de teatro.,0,True,True,peça,['peça']
4.153,O que é que as freiras comem ao pequeno almoço? Papa.,0,True,True,papa,['papa']
4.154,O que é que os carteiros fazem nos tempos livres? Jogam às cartas.,0,False,True,jogam às cartas,['jogam as cartas']
4.155,Hoje sentei-me em cima duma ventosa. Fez va-cu.,0,False,False,va-cu,"['vácuo', 'cu']"
4.156,Qual é a língua mais falada nas prisões portuguesas? É o português corrente.,0,True,True,corrente,['corrente']
4.157,Porque é que o 2 e o 3 não podem casar? Porque são números primos.,0,True,True,primos,['primos']
4.158,Uma mulher estava indecisa entre comprar uma blusa azul e uma vermelha. Acabou por levar a vermelha. Qual é o filme? Largou a azul.,0,False,False,largou a azul,['lagoa azul']
4.159,Qual é o elemento químico mais comum nas discotecas? É o TUNGS! TUNGS! ténio.,0,False,False,tungs! tungs! ténio,['tungsténio']
4.16,O que diz uma banana suicida? Macacos me mordam!,0,True,True,macacos me mordam,['macacos me mordam']
4.161,Qual é o filme mais pornográfico de sempre? O Titanic. Foderam-se todos.,0,True,True,foderam-se,['foderam-se']
4.162,"Porque é que o papel higiénico atravessou a estrada? Não conseguiu, ficou preso numa racha.",0,True,True,racha,['racha']
4.163,Como é que a mulher do Vasco da Gama o cumprimenta? Com um beijo no astro-lábio.,0,False,True,astro-lábio,"['astrolábio', 'lábio']"
4.164,Como se faz cócegas a um rico? Gucci Gucci Gucci!,0,False,False,Gucci Gucci Gucci,['cuchi cuchi cuchi']
4.165,Porque é que há tantas putas vegetarianas? Porque elas gostam das ver-duras.,0,False,True,ver-duras,"['verduras', 'duras']"
4.166,Um domador de ursos foi despedido. Qual é o filme? O ex-ursista.,0,False,False,o ex-ursista,['o exorcista']
4.167,Qual é o passatempo preferido de um mexicano de 12 anos? Bater à piñata.,0,False,False,bater à piñata,['bater punheta']
4.168,"Tenho uma amiga que nem é quente, nem é fria. É a Mena.",0,False,True,a Mena,['amena']
4.169,O que diz um gato comunista? Mao.,0,False,False,Mao,['miau']
4.17,Qual é o jogo preferido das vesículas? O biliar.,0,False,False,biliar,['bilhar']
4.171,Hoje decidi queimar as minhas bonecas. Fiz um barbiecue.,0,False,False,barbiecue,"['barbecue', 'Barbie']"
4.172,Qual é a banda desenhada mais popular na Rússia? Putintin.,0,False,False,Putintin,['Putin']
4.173,Porque é que os bombeiros não andam? Porque sócorrem.,0,False,True,sócorrem,"['socorrem', 'só correm']"
4.174,O que é que o Xutos e Pontapés e um micro-ondas têm em comum? Tim!,0,True,True,Tim,['tim']
4.175,Que nome se dá a um português viciado em batatas? Tuberco-luso.,0,False,False,tuberco-luso,"['tuberculoso', 'luso']"
4.176,"Há um bocado vi um incêndio numa pastelaria. A maioria das pessoas saiu com calma, mas os gordos foi o panike.",0,False,False,panike,['pânico']
4.177,"Porque é que o Dobby, o elfo doméstico, recebeu uma peúga do Harry Potter? Porque o Dobby nunca teve o mesmo jeito com as mulheres que o seu primo, o Elfo Dilhão.",0,False,True,elfo dilhão,['el fodilhão']
4.178,Que nome se dá a um grupo de homens às compras com as mulheres? 5 à Sec.,0,False,False,5 à Sec,['cinco à seca']
4.179,Que nome se dá a um grupo de lobos numa loja de telemóveis? Alcatéis.,0,False,False,alcatéis,"['Alcatel', 'alcateia']"
4.18,Comi um iogurte e vomitei a seguir. Devia ser iogurte grego.,0,True,True,grego,['grego']
4.181,Pessoas que tropeçam há por aí aos trambolhões.,0,True,True,aos trambolhões,['aos trabolhões']
4.182,Por que é que a ASAE fechou a Assembleia da República? Porque comiam todos do mesmo tacho.,0,True,True,tacho,['tacho']
4.183,Como é que o António se chama quando anda de autocarro? Tony Carreira.,0,True,True,Carreira,['carreira']
4.184,O que é que uma hiena diz quando chega ao topo do Monte Kilimanjaro? Hiena pá!,0,False,False,hiena pá,['ena pá']
4.185,"Estão duas sapateiras num aquário, uma espirra e a outra diz: Santola!",0,True,True,sapateiras,['sapateiras']
4.185,"Estão duas sapateiras num aquário, uma espirra e a outra diz: Santola!",1,False,False,santola,['santinho']
4.186,Qual é a série preferida dos cagalhões? Prison Break.,0,False,False,prison break,['prisão de ventre']
4.187,Que nome se dá a um turista egípcio no Algarve? Tutancamone?,0,False,False,Tutancamone,"['Tutancâmon', 'camone']"
4.188,Porque é que o poste caiu? Tinha alta tensão.,0,True,True,alta tensão,['alta tensão']
4.189,Porque é que o peixe congelado é mais caro que o peixe fresco? Porque o congelado já inclui a sobremesa.,0,False,True,congelado,['com gelado']
4.19,Quando é que os americanos comeram carne pela primeira vez? Quando chegou lá o Cristóvão Co-lombo.,0,False,False,Co-lombo,"['com o lombo', 'Colombo']"
4.191,Qual era o atum mais vendido na Jugoslávia? Era a consérvia.,0,False,False,consérvia,"['conserva', 'Sérvia']"
4.192,Porque é que o exame de Neurologia é o mais fácil? Porque a matéria está toda na cabeça.,0,True,True,cabeça,['cabeça']
4.193,"Hoje, vinte mulheres convidaram-me para sair. Nunca mais entro no WC das mulheres.",0,True,True,sair,['sair']
4.194,Como é que se faz uma ultrapassagem na Palestina? Pela Faixa de Gaza.,0,True,True,Faixa de Gaza,['faixa de Gaza']
4.195,De onde vem a lã virgem? Das ovelhas feias.,0,True,True,virgem,['virgem']
4.196,Onde é que os eletrões moram? Na eletri-cidade.,0,False,True,eletri-cidade,"['eletricidade', 'cidade']"
